,Aatrox,Ahri,Akali,Alistar,Amumu,Aphelios,Azir,Braum,Corki,Diana,Draven,Ezreal,Gangplank,Gnar,Gragas,Graves,Gwen,Hecarim,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,LeBlanc,Lee Sin,Leona,Lissandra,Lucian,Lulu,Nami,Nautilus,Orianna,Ornn,Poppy,Rakan,Renata Glasc,Renekton,Ryze,Senna,Seraphine,Sivir,Sylas,Tahm Kench,Taliyah,Thresh,Trundle,Tryndamere,Twisted Fate,Vex,Vi,Viego,Viktor,Volibear,Wukong,Xayah,Xin Zhao,Yuumi,Zeri,Zoe
probability,0.009347614410905553,0.02987125392188684,0.02530563669804177,0.0042626852753435045,0.0035378123985718934,0.013556204695445207,0.019723033647084286,0.006134371957156769,0.02121605539327059,0.01606621226874392,0.012679865844422811,0.006978253813696853,0.021335064373039066,0.015882289300010823,0.00443578924591583,0.011868440982365037,0.045266688304662996,0.01775397598182409,0.011890078978686578,0.010050849291355624,0.017202207075624802,0.003040138483176459,0.01919290273720654,0.00479281618522125,0.02769663529157201,0.021529806339932928,0.030671859785783847,0.02227631721302608,0.010970464135021101,0.007151357784269179,0.028854268094774434,0.013036892783728231,0.0009412528399870175,0.021410797360164456,0.005506870063832091,0.012452666883046635,0.015979660283457757,0.011803526993400416,0.022362869198312242,0.01578491831656389,0.01846802986043493,0.0178946229579141,0.01672617115655091,0.005625879043600564,0.022698258141296123,0.011738613004435792,0.021778643297630646,0.01437844855566375,0.014984312452666888,0.017418587038840208,0.01816509791193336,0.013437195715676732,0.004576436222005844,0.018749323812614956,0.014194525586930655,0.014194525586930655,0.028021205236395116,0.00615600995347831,0.018889970788704972,0.023185113058530788,0.050167694471491955,0.008730931515741646
