Astralis,Excel Esports,26.664425786000006,29.154476970999998,Leona,Ornn,Trundle,Vex,Xayah,Aphelios,Gwen,Lissandra,Wukong,Yuumi,Graves,Jarvan IV,Orianna,Rakan,Viego,Corki,Jinx,Sejuani,Xin Zhao,Zeri
Astralis,Fnatic,27.091269318000002,31.746461835000005,Jinx,Ornn,Rakan,Vex,Wukong,Aphelios,Gwen,LeBlanc,Nami,Poppy,Graves,Leona,Orianna,Trundle,Viego,Gragas,Lucian,Renata Glasc,Twisted Fate,Zeri
Astralis,G2 Esports,27.091269318000002,31.716076662000006,Orianna,Ornn,Rakan,Trundle,Zeri,Gnar,Jarvan IV,Jinx,Renata Glasc,Sylas,Graves,Leona,Vex,Viego,Wukong,Ahri,Aphelios,Corki,Gwen,Senna
Astralis,MAD Lions,26.664425786000006,30.58578039699999,Leona,Ornn,Trundle,Vex,Xayah,Aatrox,Aphelios,Lee Sin,Nautilus,Taliyah,Graves,Jarvan IV,Orianna,Rakan,Viego,Gwen,Jinx,Renekton,Wukong,Zeri
Astralis,Misfits Gaming,26.285488404000006,31.929959714,Ornn,Rakan,Trundle,Vex,Xayah,Akali,Gnar,Lee Sin,Leona,Sivir,Graves,Jarvan IV,Orianna,Viego,Wukong,Aphelios,Jinx,Sejuani,Sylas,Zeri
Astralis,Rogue,26.498910170000002,34.93310344299999,Graves,Leona,Vex,Wukong,Zeri,Aphelios,Azir,Gnar,Jarvan IV,Rakan,Jinx,Orianna,Trundle,Viego,Xayah,Lucian,Nami,Ornn,Renekton,Viktor
Astralis,SK Gaming,26.498910170000002,26.693129256,Orianna,Ornn,Rakan,Viego,Zeri,Aphelios,Gnar,Jarvan IV,LeBlanc,Nautilus,Graves,Trundle,Vex,Wukong,Xayah,Jinx,Lee Sin,Leona,Renata Glasc,Sylas
Astralis,Team BDS,27.091269318000002,25.163131121,Graves,Rakan,Vex,Wukong,Zeri,Ezreal,Gnar,Jarvan IV,Karma,LeBlanc,Jinx,Leona,Orianna,Trundle,Viego,Akali,Aphelios,Gwen,Sion,Xin Zhao
Astralis,Team Vitality,27.091269318000002,29.71345854199999,Graves,Leona,Orianna,Trundle,Zeri,Ahri,Aphelios,Gangplank,Renata Glasc,Xin Zhao,Jinx,Ornn,Rakan,Vex,Viego,Gnar,Gwen,Tahm Kench,Thresh,Wukong
Excel Esports,Astralis,29.154476971000005,26.664425786,Aphelios,Gwen,Lissandra,Xin Zhao,Yuumi,Graves,Leona,Orianna,Trundle,Xayah,Ahri,Jinx,Sejuani,Wukong,Zeri,Jarvan IV,Ornn,Rakan,Vex,Viego
Excel Esports,Fnatic,28.675654338000005,32.35201310999999,Corki,Gangplank,Jinx,Wukong,Yuumi,Aphelios,Gragas,LeBlanc,Nami,Trundle,Ahri,Gwen,Lissandra,Sejuani,Xin Zhao,Lucian,Poppy,Twisted Fate,Viego,Zeri
Excel Esports,G2 Esports,28.365856255000004,31.544503787000004,Gangplank,Jinx,Lissandra,Viego,Yuumi,Aphelios,Jarvan IV,Rakan,Sylas,Yone,Sejuani,Trundle,Wukong,Xin Zhao,Zeri,Ahri,Corki,Gwen,Lulu,Senna
Excel Esports,MAD Lions,28.11404114200001,29.839008572,Corki,Gangplank,Jinx,Xin Zhao,Yuumi,Aatrox,Lee Sin,Nautilus,Taliyah,Zeri,Ahri,Aphelios,Lissandra,Sejuani,Trundle,Gwen,Rakan,Renekton,Viego,Wukong
Excel Esports,Misfits Gaming,28.675654338000005,30.355462551999988,Gwen,Jinx,Lissandra,Trundle,Yuumi,Lee Sin,Leona,Ornn,Sivir,Sylas,Corki,Gangplank,Sejuani,Wukong,Xin Zhao,Akali,Aphelios,Gnar,Nautilus,Zeri
Excel Esports,Rogue,28.958215403000008,35.095381102999994,Corki,Gangplank,Jinx,Xin Zhao,Yuumi,Aphelios,Gnar,Rakan,Trundle,Viktor,Gwen,Lissandra,Sejuani,Wukong,Zeri,Azir,Jarvan IV,Lucian,Ornn,Renekton
Excel Esports,SK Gaming,28.139865099000005,26.69312925599999,Aphelios,Gwen,Lissandra,Xin Zhao,Yuumi,Gnar,Jarvan IV,Jinx,LeBlanc,Nautilus,Corki,Sejuani,Trundle,Wukong,Zeri,Lee Sin,Leona,Rakan,Renata Glasc,Sylas
Excel Esports,Team BDS,28.028767764000005,25.163131120999996,Gangplank,Jinx,Lissandra,Wukong,Yuumi,Ezreal,Gnar,Karma,LeBlanc,Xin Zhao,Ahri,Corki,Sejuani,Trundle,Zeri,Akali,Aphelios,Gwen,Jarvan IV,Sion
