Astralis,Excel Esports,26.113915529000003,14.073600949443218
Astralis,Fnatic,26.540759061000003,13.027652796823823
Astralis,G2 Esports,26.113915529000003,13.046986839494956
Astralis,MAD Lions,26.113915529000007,10.691769492410966
Astralis,Misfits Gaming,26.327337295000003,14.105549382345
Astralis,Rogue,26.327337295000003,12.403581000645328
Astralis,SK Gaming,26.327337295000003,9.82284783883114
Astralis,Team BDS,26.327337295000003,10.331346271315493
Astralis,Team Vitality,26.327337295000003,12.002231990472968
Excel Esports,Astralis,28.775539589000005,10.385022150174294
Excel Esports,Fnatic,29.154476971000005,13.027652796823805
Excel Esports,G2 Esports,28.775539589000005,12.831140248552039
Excel Esports,MAD Lions,29.154476971000005,9.90469649983702
Excel Esports,Misfits Gaming,29.154476971000005,13.837557202092807
Excel Esports,Rogue,29.154476971000005,12.055858010014294
Excel Esports,SK Gaming,28.139865099000005,9.822847838831137
Excel Esports,Team BDS,28.775539589000005,10.331346271315489
Excel Esports,Team Vitality,28.775539589000005,12.002231990472964
Fnatic,Astralis,32.063086625,10.3850221501743
Fnatic,Excel Esports,32.063086625,14.073600949443225
Fnatic,G2 Esports,32.063086625,13.046986839494963
Fnatic,MAD Lions,32.063086625,10.69169061854653
Fnatic,Misfits Gaming,32.063086625,14.105306844544486
Fnatic,Rogue,31.900808965,12.403510579973275
Fnatic,SK Gaming,32.063086625000004,9.822662698270236
Fnatic,Team BDS,32.063086625,10.331342236961866
Fnatic,Team Vitality,32.063086625,12.002231990472971
G2 Esports,Astralis,31.727179601000003,10.385022150174294
G2 Esports,Excel Esports,31.372930912,14.073600949443225
G2 Esports,Fnatic,31.898752476000006,13.027652796823809
G2 Esports,MAD Lions,31.727179601000003,10.69176949241097
G2 Esports,Misfits Gaming,31.727179601000003,13.841027193402063
G2 Esports,Rogue,31.898752476000006,12.403581000645325
G2 Esports,SK Gaming,31.372930912,9.822847838831144
G2 Esports,Team BDS,31.898752476000006,10.331346271315489
G2 Esports,Team Vitality,31.727179601000003,12.002231990472957
MAD Lions,Astralis,29.389518829000004,10.385022150174294
MAD Lions,Excel Esports,28.839008572000004,14.073600949443211
MAD Lions,Fnatic,30.585780397000004,13.027652796823812
MAD Lions,G2 Esports,29.389518829000004,12.831140248552039
MAD Lions,Misfits Gaming,30.585780397000004,13.841027193402066
MAD Lions,Rogue,30.585780397000004,12.055858010014294
MAD Lions,SK Gaming,30.035270140000005,9.822847838831134
MAD Lions,Team BDS,30.585780397000008,9.901854011684456
MAD Lions,Team Vitality,29.389518829000004,12.002231990472964
Misfits Gaming,Astralis,31.596109179,10.38502215017429
Misfits Gaming,Excel Esports,30.925235699999998,14.073600949443215
Misfits Gaming,Fnatic,31.596109179,13.02765279682382
Misfits Gaming,G2 Esports,32.112635528,12.656307026264628
Misfits Gaming,MAD Lions,31.596109179,10.158085655468046
Misfits Gaming,Rogue,31.596109179000003,12.403581000645325
Misfits Gaming,SK Gaming,30.9252357,9.822847838831137
Misfits Gaming,Team BDS,31.596109179,10.331346271315478
Misfits Gaming,Team Vitality,31.596109179,12.00223199047296
Rogue,Astralis,34.778756313,10.385022150174294
Rogue,Excel Esports,34.778756313,14.073600949443211
Rogue,Fnatic,34.778756313,13.027652796823816
Rogue,G2 Esports,35.095381103,12.872153617207545
Rogue,MAD Lions,34.778756313,10.691769492410977
Rogue,Misfits Gaming,34.778756313,14.10554938234499
Rogue,SK Gaming,34.778756313,9.82284783883113
Rogue,Team BDS,34.778756313,10.331346271315475
Rogue,Team Vitality,34.778756313,12.002231990472964
SK Gaming,Astralis,26.693129256000002,10.385012916802712
SK Gaming,Excel Esports,25.766919573000003,14.073503884619583
SK Gaming,Fnatic,26.693129256000002,13.02746884713434
SK Gaming,G2 Esports,26.693129256000002,12.831119452737642
SK Gaming,MAD Lions,26.693129256000002,10.158006781603607
SK Gaming,Misfits Gaming,26.693129256000002,13.840784655601556
SK Gaming,Rogue,26.693129256000002,12.403510579973275
SK Gaming,Team BDS,26.693129256000002,10.331342236961856
SK Gaming,Team Vitality,26.693129256000002,12.002046849912066
Team BDS,Astralis,24.895181929,10.385022150174297
Team BDS,Excel Esports,24.895181929,14.073600949443215
Team BDS,Fnatic,24.895181929,13.02765279682382
Team BDS,G2 Esports,25.163131121,12.872153617207545
Team BDS,MAD Lions,24.895181929,10.691769492410973
Team BDS,Misfits Gaming,24.895181929,14.105549382344986
Team BDS,Rogue,24.895181929,12.403581000645328
Team BDS,SK Gaming,24.895181929,9.82284783883114
Team BDS,Team Vitality,24.895181929,12.002231990472968
Team Vitality,Astralis,27.248691905000005,10.385022150174297
Team Vitality,Excel Esports,28.540859549000004,13.008947903477065
Team Vitality,Fnatic,28.813814034000004,12.359445292383377
Team Vitality,G2 Esports,28.540859549000004,12.868683556707587
Team Vitality,MAD Lions,29.909720110000002,9.609795267813787
Team Vitality,Misfits Gaming,27.799202162000004,14.105549382344993
Team Vitality,Rogue,27.799202162,12.055858010014298
Team Vitality,SK Gaming,27.799202162000004,9.82284783883114
Team Vitality,Team BDS,27.799202162000004,9.901854011684474
