Blue_Team,Red_Team,Blue_Utility,Red_Utility,BS1,BS2,BS3,BS4,BS5,RS1,RS2,RS3,RS4,RS5,BB1,BB2,BB3,BB4,BB5,RB1,RB2,RB3,RB4,RB5
Rogue,Team BDS,29.48730035326113,20.74299097849303,Jarvan IV,Ornn,Rakan,Azir,Lucian,Gwen,Swain,Twitch,Lulu,Akali,Xin Zhao,Ezreal,LeBlanc,Karma,Viego,Aphelios,Jinx,Sivir,Zeri,Kalista
SK Gaming,MAD Lions,26.393205954441004,17.558389360065735,Leona,Jarvan IV,LeBlanc,Gnar,Ezreal,Nami,Vex,Draven,Gwen,Graves,Nautilus,Jinx,Lee Sin,Aphelios,Taliyah,Zeri,Kalista,Samira,Karthus,Wukong
SK Gaming,Team Vitality,28.518457870756595,16.00707355313699,Jinx,Nautilus,Jarvan IV,LeBlanc,Graves,Wukong,Jax,Aatrox,Taliyah,Rakan,Gnar,Aphelios,Tahm Kench,Xin Zhao,Trundle,Kalista,Sivir,Karthus,Lee Sin,Samira
SK Gaming,Rogue,29.938639681523277,19.30575741772291,Nautilus,LeBlanc,Lee Sin,Gnar,Ezreal,Wukong,Yuumi,Corki,Aatrox,Jayce,Jarvan IV,Ornn,Rakan,Azir,Viktor,Kalista,Aphelios,Jinx,Samira,Jhin
SK Gaming,Excel Esports,26.8991987368398,17.32178849345654,Nautilus,Jarvan IV,LeBlanc,Gnar,Ezreal,Lulu,Ornn,Nilah,Poppy,Twisted Fate,Jinx,Xin Zhao,Wukong,Yuumi,Gwen,Sivir,Aphelios,Kalista,Samira,Jhin
SK Gaming,G2 Esports,27.87338738471343,18.12129276482569,Jinx,Nautilus,LeBlanc,Lee Sin,Gnar,Renata Glasc,Jhin,Zoe,Gwen,Wukong,Ahri,Jarvan IV,Aphelios,Trundle,Sylas,Draven,Kalista,Karthus,Zeri,Sivir
SK Gaming,Astralis,27.147275555383978,16.29721529699404,Nautilus,Jarvan IV,LeBlanc,Aphelios,Gnar,Xin Zhao,Thresh,Lucian,Viktor,Kennen,Vex,Viego,Trundle,Leona,Rakan,Jinx,Draven,Zeri,Sivir,Karthus
SK Gaming,Misfits Gaming,28.520006494190987,17.46541613464221,Nautilus,Jarvan IV,LeBlanc,Graves,Ezreal,Rakan,Wukong,Jhin,Gwen,Taliyah,Lee Sin,Leona,Sylas,Gnar,Aphelios,Jinx,Zeri,Sivir,Karthus,Xin Zhao
SK Gaming,Fnatic,29.397033323158592,19.35300041760187,Jinx,Nautilus,Jarvan IV,LeBlanc,Gnar,Ahri,Ornn,Pyke,Poppy,Aatrox,Viego,Zeri,Aphelios,Trundle,Gwen,Draven,Sivir,Kalista,Karthus,Xin Zhao
SK Gaming,Team BDS,24.417918499518688,15.382269223026128,Nautilus,LeBlanc,Lee Sin,Gnar,Kalista,Jarvan IV,Lucian,Jayce,Lulu,Zoe,Xin Zhao,Aphelios,Ezreal,Karma,Viego,Jinx,Sivir,Zeri,Draven,Jhin
Excel Esports,MAD Lions,27.847814125101966,19.071242503262724,Xin Zhao,Yuumi,Gwen,Lissandra,Draven,Karthus,Aatrox,Lulu,Trundle,Twisted Fate,Nautilus,Jinx,Zeri,Lee Sin,Wukong,Aphelios,Sivir,Kalista,Lucian,Twitch
Excel Esports,Team Vitality,29.75674072976778,17.52071664731023,Jinx,Wukong,Yuumi,Lissandra,Gangplank,Gwen,Zeri,Kennen,Yasuo,Rakan,Gnar,Tahm Kench,Xin Zhao,Trundle,Ahri,Aphelios,Lucian,Kalista,Draven,Varus
Excel Esports,Rogue,31.62156918240506,20.59656705689284,Jinx,Xin Zhao,Yuumi,Lissandra,Gangplank,Aatrox,Taliyah,Vi,Gwen,Renata Glasc,Jarvan IV,Ornn,Rakan,Azir,Viktor,Zeri,Aphelios,Kalista,Draven,Samira
Excel Esports,SK Gaming,26.966343314237402,16.938991516211356,Xin Zhao,Yuumi,Gwen,Lissandra,Sivir,Alistar,Jarvan IV,Jhin,Gangplank,Taliyah,Jinx,Nautilus,Leona,LeBlanc,Renata Glasc,Lucian,Kalista,Aphelios,Twitch,Zeri
Excel Esports,G2 Esports,29.455510206504353,19.544647295971522,Xin Zhao,Yuumi,Gwen,Lissandra,Lucian,Zoe,Lee Sin,Draven,Aatrox,Renata Glasc,Ahri,Jarvan IV,Trundle,Sylas,Rakan,Aphelios,Jinx,Kalista,Sivir,Zeri
Excel Esports,Astralis,28.77030234162467,18.176826283459327,Jinx,Xin Zhao,Yuumi,Gwen,Lissandra,Wukong,Rakan,Sylas,Ahri,Gangplank,Vex,Viego,Trundle,Leona,Graves,Aphelios,Lucian,Sivir,Twitch,Zeri
Excel Esports,Misfits Gaming,29.849679713948454,19.097208660869427,Xin Zhao,Yuumi,Lissandra,Gangplank,Nilah,Diana,Gwen,Corki,Braum,Jhin,Lee Sin,Leona,Jinx,Sylas,Gnar,Lucian,Aphelios,Draven,Kalista,Sivir
Excel Esports,Fnatic,30.609194441421348,20.669695530786633,Xin Zhao,Yuumi,Gwen,Lissandra,Sivir,Wukong,Jayce,Renata Glasc,Sylas,Akali,Viego,Zeri,Trundle,LeBlanc,Nami,Jinx,Aphelios,Draven,Lucian,Twitch
Excel Esports,Team BDS,26.467051129301282,16.945410846178003,Wukong,Yuumi,Gwen,Lissandra,Lucian,Jarvan IV,Lulu,Ryze,Ahri,Jayce,Xin Zhao,Aphelios,Ezreal,LeBlanc,Karma,Jinx,Kalista,Sivir,Zeri,Varus
G2 Esports,MAD Lions,29.881926496223947,20.52105302718452,Ahri,Jarvan IV,Rakan,Gwen,Xayah,Draven,Lulu,Trundle,Sylas,Ornn,Nautilus,Zeri,Lee Sin,Wukong,Taliyah,Jinx,Aphelios,Sivir,Jhin,Lucian
G2 Esports,Team Vitality,31.249414499605713,18.71019273137628,Ahri,Jarvan IV,Gwen,Lulu,Xayah,Rakan,Jinx,Gangplank,Twisted Fate,Volibear,Gnar,Aphelios,Tahm Kench,Xin Zhao,Trundle,Lucian,Sivir,Zeri,Draven,Lee Sin
G2 Esports,Rogue,32.17685333510203,21.80930570294964,Ahri,Jinx,Trundle,Gwen,Lulu,Graves,Zeri,Renata Glasc,Hecarim,Twisted Fate,Jarvan IV,Ornn,Rakan,Azir,Viktor,Aphelios,Draven,Lucian,Wukong,Xin Zhao
G2 Esports,SK Gaming,28.84535840392901,18.261205847651862,Ahri,Jarvan IV,Rakan,Gwen,Draven,Hecarim,Karthus,Renata Glasc,Viktor,Graves,Jinx,Nautilus,Leona,LeBlanc,Lee Sin,Zeri,Aphelios,Jhin,Sivir,Kalista
G2 Esports,Excel Esports,29.918948829557845,20.212416041107154,Ahri,Jarvan IV,Aphelios,Rakan,Gnar,Nami,Twisted Fate,Kalista,Volibear,Jayce,Jinx,Xin Zhao,Wukong,Yuumi,Gwen,Draven,Zeri,Jhin,Lucian,Viego
G2 Esports,Astralis,29.983360080886964,19.06509582386576,Ahri,Rakan,Gwen,Xin Zhao,Xayah,Jarvan IV,Aphelios,Alistar,Gnar,Sylas,Vex,Viego,Trundle,Leona,Graves,Zeri,Jinx,Draven,Jhin,Twitch
G2 Esports,Misfits Gaming,31.877983901345598,20.54022279338655,Ahri,Jarvan IV,Aphelios,Rakan,Gwen,Sylas,Poppy,Ornn,Nautilus,Akali,Lee Sin,Leona,Jinx,Gnar,Sivir,Lucian,Kalista,Jhin,Wukong,Twitch
G2 Esports,Fnatic,31.81980767290631,21.74017224554113,Ahri,Jarvan IV,Rakan,Gnar,Xayah,Jayce,Nautilus,Kalista,Sylas,Lee Sin,Viego,Zeri,Trundle,Gwen,Lucian,Aphelios,Sivir,Jinx,Draven,Xin Zhao
G2 Esports,Team BDS,27.862739014258533,18.16466592135208,Ahri,Jarvan IV,Jinx,Rakan,Gwen,Swain,Jayce,Braum,Viego,Aatrox,Xin Zhao,Aphelios,Ezreal,LeBlanc,Karma,Lucian,Sivir,Zeri,Jhin,Draven
Astralis,MAD Lions,28.480763884049694,18.61401388664027,Vex,Viego,Leona,Graves,Xayah,Varus,Rakan,Wukong,Ornn,Swain,Nautilus,Jinx,Zeri,Lee Sin,Taliyah,Lucian,Aphelios,Sivir,Xin Zhao,Jarvan IV
Astralis,Team Vitality,29.92805542474686,17.306589333536568,Vex,Viego,Leona,Graves,Xayah,Jinx,Ryze,Volibear,Thresh,Renekton,Gnar,Tahm Kench,Xin Zhao,Trundle,Ahri,Aphelios,Zeri,Lucian,Sivir,Draven
Astralis,Rogue,31.531562761582475,20.827194755017768,Vex,Viego,Leona,Graves,Jinx,Aatrox,Viktor,Lee Sin,Nami,Gwen,Jarvan IV,Ornn,Aphelios,Rakan,Azir,Zeri,Lucian,Sivir,Draven,Wukong
Astralis,SK Gaming,27.365464140052577,16.785476303807297,Vex,Viego,Rakan,Graves,Aphelios,Sylas,Kalista,Gnar,Rell,Xin Zhao,Jinx,Nautilus,Leona,Jarvan IV,LeBlanc,Lucian,Draven,Jhin,Zeri,Trundle
Astralis,Excel Esports,28.80863818207789,18.76998529682391,Vex,Viego,Leona,Graves,Xayah,Rakan,Trundle,Lissandra,Nilah,Ornn,Jinx,Xin Zhao,Wukong,Yuumi,Gwen,Zeri,Draven,Sivir,Twitch,Aphelios
Astralis,G2 Esports,29.765106569103505,19.098189481357174,Vex,Viego,Leona,Graves,Xayah,Lee Sin,Nautilus,Twisted Fate,Gwen,Lucian,Ahri,Jarvan IV,Trundle,Sylas,Rakan,Aphelios,Jinx,Draven,Zeri,Sivir
Astralis,Misfits Gaming,30.344631718036887,18.62428048528313,Vex,Trundle,Rakan,Graves,Xayah,Jhin,Viego,Renekton,Viktor,Nautilus,Lee Sin,Leona,Sylas,Gnar,Sivir,Zeri,Jinx,Twitch,Aphelios,Lucian
Astralis,Fnatic,30.30242871714576,20.03598705095646,Vex,Trundle,Leona,Graves,Xayah,Nautilus,Sylas,Aatrox,Volibear,Ahri,Viego,Zeri,Aphelios,Gwen,Lucian,Jinx,Sivir,Jhin,Draven,Wukong
Astralis,Team BDS,26.613454512397194,16.588436993671795,Vex,Viego,Leona,Graves,Xayah,Ahri,Braum,Diana,Aatrox,Kennen,Xin Zhao,Aphelios,Ezreal,LeBlanc,Jinx,Zeri,Draven,Twitch,Lucian,Trundle
Misfits Gaming,MAD Lions,29.418022501662122,21.68329238320023,Leona,Gnar,Sivir,Akali,Viego,Sylas,Lulu,Trundle,Varus,Aatrox,Nautilus,Jinx,Lee Sin,Aphelios,Wukong,Zeri,Twitch,Jhin,Poppy,Hecarim
Misfits Gaming,Team Vitality,31.615341183068388,20.540376803685966,Lee Sin,Leona,Jinx,Sylas,Ornn,Renata Glasc,Trundle,Lucian,Twisted Fate,Gwen,Gnar,Tahm Kench,Xin Zhao,Ahri,Orianna,Aphelios,Twitch,Jhin,Zeri,Poppy
Misfits Gaming,Rogue,33.61548679510424,23.97130829928016,Lee Sin,Leona,Sylas,Gnar,Zeri,Hecarim,Ahri,Jayce,Yuumi,Kalista,Jarvan IV,Ornn,Aphelios,Rakan,Azir,Jinx,Sivir,Wukong,Xin Zhao,Jhin
Misfits Gaming,SK Gaming,28.055481143781297,19.870102078526383,Lee Sin,Gnar,Sivir,Akali,Thresh,Xin Zhao,Sylas,Kalista,Rakan,Graves,Jinx,Nautilus,Leona,Jarvan IV,LeBlanc,Jhin,Zeri,Aphelios,Viego,Hecarim
Misfits Gaming,Excel Esports,30.46714496024161,22.106680494956322,Lee Sin,Leona,Sylas,Gnar,Sivir,Draven,Nami,Corki,Ornn,Volibear,Jinx,Xin Zhao,Wukong,Yuumi,Gwen,Zeri,Jhin,Viego,Twitch,Poppy
Misfits Gaming,G2 Esports,31.53704854270488,22.580071454679562,Lee Sin,Leona,Sylas,Gnar,Jhin,Lucian,Gangplank,Volibear,Twisted Fate,Pyke,Ahri,Jarvan IV,Aphelios,Trundle,Rakan,Jinx,Zeri,Sivir,Twitch,Xin Zhao
Misfits Gaming,Astralis,30.385655261322658,20.38816713772411,Lee Sin,Leona,Sylas,Gnar,Sivir,Ahri,Ornn,Rakan,Volibear,Ahri,Vex,Viego,Trundle,Graves,Wukong,Jinx,Jhin,Zeri,Twitch,Aphelios
Misfits Gaming,Fnatic,32.592283272357655,23.05786810800093,Lee Sin,Leona,Jinx,Sylas,Gnar,Lucian,Wukong,Ahri,Lulu,Gangplank,Viego,Aphelios,Trundle,Gwen,LeBlanc,Zeri,Sivir,Jhin,Xin Zhao,Diana
Misfits Gaming,Team BDS,28.532273113278546,19.672263549573472,Lee Sin,Jinx,Gnar,Nautilus,Corki,Sylas,Leona,Akali,Gwen,Ahri,Xin Zhao,Aphelios,Ezreal,LeBlanc,Jarvan IV,Zeri,Jhin,Twitch,Trundle,Wukong
Fnatic,MAD Lions,30.808867793940653,21.367148939956525,Viego,Gwen,Lucian,LeBlanc,Nami,Ornn,Jhin,Wukong,Lulu,Swain,Nautilus,Jinx,Lee Sin,Taliyah,Aatrox,Zeri,Aphelios,Draven,Twitch,Sivir
Fnatic,Team Vitality,32.259966206211,19.91888384717622,Viego,Zeri,Gwen,LeBlanc,Nami,Gangplank,Volibear,Ahri,Thresh,Twisted Fate,Gnar,Aphelios,Tahm Kench,Xin Zhao,Orianna,Kalista,Draven,Lucian,Wukong,Trundle
Fnatic,Rogue,33.952878013643705,23.089162669943825,Viego,Gwen,Lucian,LeBlanc,Nami,Yuumi,Jinx,Sylas,Lee Sin,Jayce,Jarvan IV,Ornn,Aphelios,Rakan,Azir,Zeri,Draven,Sivir,Kalista,Poppy
Fnatic,SK Gaming,29.885129424193707,19.727000668163633,Viego,Zeri,Gwen,Nami,Twisted Fate,Sylas,Renata Glasc,Jarvan IV,Aatrox,Aatrox,Jinx,Nautilus,Leona,LeBlanc,Lee Sin,Lucian,Aphelios,Draven,Sivir,Jhin
Fnatic,Excel Esports,31.17131127286561,21.738399098293094,Viego,Zeri,Gwen,LeBlanc,Nami,Kalista,Volibear,Lissandra,Graves,Nautilus,Jinx,Xin Zhao,Wukong,Yuumi,Ahri,Draven,Lucian,Aphelios,Trundle,Lee Sin
Fnatic,G2 Esports,32.09956404003881,21.897894658623045,Viego,Gwen,Lucian,LeBlanc,Nami,Pyke,Ornn,Twisted Fate,Volibear,Sivir,Ahri,Jarvan IV,Trundle,Sylas,Rakan,Jinx,Aphelios,Zeri,Twitch,Jhin
Fnatic,Astralis,30.502364914333373,20.160211494844823,Zeri,Gwen,LeBlanc,Nami,Poppy,Ahri,Ornn,Wukong,Jhin,Alistar,Vex,Viego,Trundle,Leona,Rakan,Kalista,Lucian,Draven,Sivir,Twitch
Fnatic,Misfits Gaming,33.01050257222908,21.358180112209673,Viego,Zeri,Gwen,LeBlanc,Nami,Yuumi,Ornn,Ahri,Akali,Wukong,Lee Sin,Leona,Sylas,Gnar,Aphelios,Jinx,Kalista,Lucian,Sivir,Twitch
Fnatic,Team BDS,28.772807200234325,19.256384268784583,Viego,Gwen,Lucian,Nami,Twisted Fate,Jhin,Akali,Zoe,Diana,Nautilus,Xin Zhao,Aphelios,Ezreal,LeBlanc,Jarvan IV,Jinx,Sivir,Zeri,Trundle,Kalista
Team BDS,MAD Lions,26.773220603719142,18.615700597851088,Xin Zhao,Ezreal,LeBlanc,Karma,Gnar,Ornn,Alistar,Viego,Vex,Sivir,Nautilus,Zeri,Lee Sin,Wukong,Taliyah,Jinx,Aphelios,Lucian,Jhin,Gwen
Team BDS,Team Vitality,27.808091760325922,16.333948372508885,Xin Zhao,Ezreal,LeBlanc,Karma,Sion,Wukong,Ryze,Trundle,Renata Glasc,Sivir,Gnar,Aphelios,Tahm Kench,Ahri,Orianna,Zeri,Twitch,Lucian,Jhin,Gwen
Team BDS,Rogue,29.793236612938113,19.84880526975015,Xin Zhao,Ezreal,LeBlanc,Karma,Gnar,Yuumi,Sivir,Taliyah,Wukong,Gwen,Jarvan IV,Ornn,Aphelios,Rakan,Azir,Jinx,Twitch,Jhin,Varus,Zeri
Team BDS,SK Gaming,25.711290802558317,16.018494278214508,Xin Zhao,Ezreal,LeBlanc,Karma,Gnar,Poppy,Alistar,Graves,Sylas,Kalista,Jinx,Nautilus,Leona,Jarvan IV,Renata Glasc,Aphelios,Sivir,Twitch,Wukong,Gwen
Team BDS,Excel Esports,26.27845912180811,17.90390803651722,Ezreal,LeBlanc,Jarvan IV,Karma,Sion,Draven,Yuumi,Lee Sin,Gnar,Taliyah,Jinx,Xin Zhao,Wukong,Gwen,Lissandra,Sivir,Aphelios,Jhin,Lucian,Varus
Team BDS,G2 Esports,27.98407644621694,18.589239777977184,Xin Zhao,Ezreal,LeBlanc,Karma,Gnar,Corki,Viego,Draven,Ornn,Renata Glasc,Ahri,Jarvan IV,Aphelios,Jinx,Trundle,Zeri,Twitch,Varus,Wukong,Gwen
Team BDS,Astralis,26.824538905680797,16.508353724197104,Xin Zhao,Aphelios,LeBlanc,Karma,Gnar,Zeri,Nautilus,Hecarim,Ornn,Ahri,Vex,Viego,Trundle,Leona,Rakan,Twitch,Jinx,Lucian,Gwen,Lee Sin
Team BDS,Misfits Gaming,28.74694469380803,17.607491980696864,Xin Zhao,Ezreal,LeBlanc,Karma,Sion,Trundle,Thresh,Gwen,Aatrox,Ahri,Lee Sin,Leona,Jinx,Sylas,Gnar,Aphelios,Sivir,Varus,Lucian,Zeri
Team BDS,Fnatic,28.9179666034766,20.052176737518526,Xin Zhao,Ezreal,LeBlanc,Karma,Gnar,Twisted Fate,Nautilus,Aatrox,Poppy,Draven,Viego,Zeri,Trundle,Gwen,Nami,Lucian,Aphelios,Sivir,Twitch,Jinx
