,Aatrox,Ahri,Akali,Akshan,Alistar,Amumu,Aphelios,Ashe,Azir,Bard,Bel'Veth,Blitzcrank,Braum,Caitlyn,Camille,Cassiopeia,Corki,Darius,Diana,Draven,Ezreal,Fiora,Galio,Gangplank,Gnar,Gragas,Graves,Gwen,Hecarim,Irelia,Janna,Jarvan IV,Jax,Jayce,Jhin,Jinx,Kai'Sa,Kalista,Karma,Karthus,Kassadin,Kayle,Kennen,Kled,Kog'Maw,LeBlanc,Lee Sin,Leona,Lillia,Lissandra,Lucian,Lulu,Lux,Malphite,Malzahar,Miss Fortune,Mordekaiser,Morgana,Nami,Nautilus,Nidalee,Nilah,Nocturne,Olaf,Orianna,Ornn,Pantheon,Poppy,Pyke,Qiyana,Rakan,Rell,Renata Glasc,Renekton,Rumble,Ryze,Samira,Sejuani,Senna,Seraphine,Sett,Shyvana,Sion,Sivir,Skarner,Sona,Soraka,Swain,Sylas,Syndra,Tahm Kench,Taliyah,Taric,Thresh,Tristana,Trundle,Tryndamere,Twisted Fate,Twitch,Varus,Vayne,Veigar,Vex,Vi,Viego,Viktor,Volibear,Wukong,Xayah,Xin Zhao,Yasuo,Yone,Yuumi,Zac,Zeri,Ziggs,Zilean,Zoe,Zyra
probability,0.007661883901175885,0.02448433038327155,0.020742067644502774,0.004212262561410354,0.0034939609456751146,0.0028998102264867066,0.011111505240941417,0.0009932071723746517,0.016166220314633842,0.0006030186403703243,0.002775659329939875,0.0010198109359204014,0.005028111310146675,0.018640370324388554,0.015882446836812513,0.0013035844137417305,0.017389993437738324,0.0023411311920259648,0.013168862955146052,0.010393203625206179,0.005719809162336164,0.010943014738485003,0.006003582640157493,0.017487540570739406,0.013018108295053472,0.0036358476845857793,0.009728109536562439,0.03710338222513877,0.014552258659525034,0.007608676374084387,0.000780377064008655,0.009745845378926272,0.00823829877800046,0.014099994679247288,0.0024918858521185464,0.015731692176719932,0.003928489083589025,0.022701878225706327,0.017647163152013902,0.00447830019686785,0.0010818863841938172,0.003538300551584697,0.0036092439210400292,0.0005852827980064912,0.0011262259901033999,0.025140556550733374,0.018259049713566143,0.008992072078463366,0.005799620452973413,0.005861695901246829,0.023650745792171395,0.010685845024209424,0.0013833957043789793,0.0029796215171239556,8.867921181916534e-05,0.002358867034389798,0.001010943014738485,0.0005054715073692425,0.0007715091428267385,0.017549616019012823,0.002757923487576042,0.0004079243743681606,0.00245641416739088,0.00491282833478176,0.004513771881595516,0.010206977280385932,0.0006650940886437401,0.013097919585690721,0.0027490555663941254,0.0008513204334639873,0.009674902009470939,0.0012503768866502312,0.018329993083021478,0.012938297004416222,0.0016494333398364752,0.015137541457531524,0.002953017753578206,0.005666601635244665,0.014667541634889947,0.013709806147242962,0.002988489438305872,0.0008247166699182376,0.0017735842363833067,0.004611319014596598,0.0004966035861873259,0.00016849050245641413,0.0009488675664650691,0.005320752709149921,0.01860489863966089,0.009071883369100614,0.00962169448237944,0.017851125339197985,0.00034584892609474484,0.011785467250767075,0.002722451802848376,0.012282070836954399,0.01427735310288562,0.014889239664437861,0.0038043381870421934,0.0012326410442863981,0.0006296224039160739,0.007067733181987478,0.011013958107940335,0.003751130659950694,0.015368107408261354,0.011634712590674494,0.011634712590674494,0.022967915861163823,0.005045847152510508,0.01548339038362627,0.004513771881595516,0.005249809339694588,0.019003955092847136,0.0005941507191884078,0.04112055052054697,0.0013301881772874802,0.0030949044924888707,0.0071564123938066436,0.00018622634482024723
